,State,County,Value,Gender,Race/Ethnicity,LatLng
48090,TX,Lubbock County,455.1,Male,Overall,"(33.613697, -101.820878)"
48091,TX,Lynn County,456.3,Male,Overall,"(33.172235, -101.817157)"
48092,TX,McCulloch County,451.4,Male,Overall,"(31.200207, -99.34505)"
48093,TX,McLennan County,443.0,Male,Overall,"(31.557737, -97.200857)"
48094,TX,McMullen County,421.6,Male,Overall,"(28.349934, -98.573623)"
48095,TX,Madison County,533.7,Male,Overall,"(30.973659, -95.926008)"
48096,TX,Marion County,458.6,Male,Overall,"(32.799676, -94.36013)"
48097,TX,Martin County,492.0,Male,Overall,"(32.306634, -101.952)"
48098,TX,Mason County,311.8,Male,Overall,"(30.722288, -99.224221)"
48099,TX,Matagorda County,409.0,Male,Overall,"(28.870504, -95.987045)"
48100,TX,Maverick County,415.2,Male,Overall,"(28.741641, -100.315886)"
48101,TX,Medina County,453.6,Male,Overall,"(29.357539, -99.11094)"
48102,TX,Menard County,347.7,Male,Overall,"(30.893596, -99.820244)"
48103,TX,Midland County,436.2,Male,Overall,"(31.870648, -102.032206)"
48104,TX,Milam County,409.1,Male,Overall,"(30.796601, -96.980023)"
48105,TX,Mills County,491.1,Male,Overall,"(31.50143, -98.592878)"
48106,TX,Mitchell County,634.5,Male,Overall,"(32.306972, -100.919542)"
48107,TX,Montague County,563.7,Male,Overall,"(33.677183, -97.721643)"
48108,TX,Montgomery County,409.2,Male,Overall,"(30.305575, -95.50759)"
48109,TX,Moore County,499.3,Male,Overall,"(35.840361, -101.892621)"
48110,TX,Morris County,497.7,Male,Overall,"(33.124358, -94.735835)"
48111,TX,Motley County,424.8,Male,Overall,"(34.077396, -100.784437)"
48112,TX,Nacogdoches County,458.3,Male,Overall,"(31.619589, -94.617305)"
48113,TX,Navarro County,498.7,Male,Overall,"(32.056032, -96.470082)"
48114,TX,Newton County,647.3,Male,Overall,"(30.785381, -93.743083)"
48115,TX,Nolan County,562.7,Male,Overall,"(32.303967, -100.410557)"
48116,TX,Nueces County,409.9,Male,Overall,"(27.726025, -97.635938)"
48117,TX,Ochiltree County,599.5,Male,Overall,"(36.272365, -100.815124)"
48118,TX,Oldham County,458.5,Male,Overall,"(35.401172, -102.591559)"
48119,TX,Orange County,576.4,Male,Overall,"(30.127906, -93.895247)"
48120,TX,Palo Pinto County,589.3,Male,Overall,"(32.756222, -98.306908)"
48121,TX,Panola County,434.8,Male,Overall,"(32.160728, -94.303631)"
48122,TX,Parker County,391.3,Male,Overall,"(32.779165, -97.799359)"
48123,TX,Parmer County,398.3,Male,Overall,"(34.528624, -102.773467)"
48124,TX,Pecos County,429.3,Male,Overall,"(30.786084, -102.731631)"
48125,TX,Polk County,630.6,Male,Overall,"(30.794672, -94.830263)"
48126,TX,Potter County,484.4,Male,Overall,"(35.405302, -101.891389)"
48127,TX,Presidio County,312.4,Male,Overall,"(30.000968, -104.235765)"
48128,TX,Rains County,521.0,Male,Overall,"(32.873701, -95.786222)"
48129,TX,Randall County,440.4,Male,Overall,"(34.965684, -101.897576)"
48130,TX,Reagan County,451.2,Male,Overall,"(31.370691, -101.522099)"
48131,TX,Real County,373.8,Male,Overall,"(29.838543, -99.830097)"
48132,TX,Red River County,613.7,Male,Overall,"(33.627931, -95.045537)"
48133,TX,Reeves County,559.0,Male,Overall,"(31.328736, -103.692762)"
48134,TX,Refugio County,435.1,Male,Overall,"(28.32063, -97.160159)"
48135,TX,Roberts County,528.6,Male,Overall,"(35.841866, -100.815135)"
48136,TX,Robertson County,454.8,Male,Overall,"(31.034375, -96.513682)"
48137,TX,Rockwall County,369.4,Male,Overall,"(32.905425, -96.406299)"
48138,TX,Runnels County,424.9,Male,Overall,"(31.834649, -99.975376)"
48139,TX,Rusk County,520.6,Male,Overall,"(32.110433, -94.765421)"
48140,TX,Sabine County,547.8,Male,Overall,"(31.345641, -93.850026)"
48141,TX,San Augustine County,456.7,Male,Overall,"(31.399034, -94.170321)"
48142,TX,San Jacinto County,439.4,Male,Overall,"(30.583279, -95.168748)"
48143,TX,San Patricio County,452.5,Male,Overall,"(28.003671, -97.511283)"
48144,TX,San Saba County,392.8,Male,Overall,"(31.158407, -98.817279)"
48145,TX,Schleicher County,334.0,Male,Overall,"(30.892459, -100.537075)"
48146,TX,Scurry County,413.7,Male,Overall,"(32.73961, -100.917806)"
48147,TX,Shackelford County,519.0,Male,Overall,"(32.739298, -99.355198)"
48148,TX,Shelby County,554.8,Male,Overall,"(31.794184, -94.142352)"
48149,TX,Sherman County,552.9,Male,Overall,"(36.272059, -101.893541)"
48150,TX,Smith County,526.0,Male,Overall,"(32.377685, -95.270483)"
48151,TX,Somervell County,453.3,Male,Overall,"(32.226978, -97.772446)"
48152,TX,Starr County,427.4,Male,Overall,"(26.565759, -98.749657)"
48153,TX,Stephens County,571.4,Male,Overall,"(32.737809, -98.833384)"
48154,TX,Sterling County,323.4,Male,Overall,"(31.833036, -101.051409)"
48155,TX,Stonewall County,543.7,Male,Overall,"(33.175961, -100.255465)"
48156,TX,Sutton County,397.6,Male,Overall,"(30.493286, -100.538026)"
48157,TX,Swisher County,408.7,Male,Overall,"(34.530892, -101.731801)"
48158,TX,Tarrant County,392.6,Male,Overall,"(32.776215, -97.286653)"
48159,TX,Taylor County,509.4,Male,Overall,"(32.301345, -99.892274)"
48160,TX,Terrell County,392.0,Male,Overall,"(30.233267, -102.079592)"
48161,TX,Terry County,483.3,Male,Overall,"(33.170742, -102.331846)"
48162,TX,Throckmorton County,490.7,Male,Overall,"(33.178779, -99.208866)"
48163,TX,Titus County,477.9,Male,Overall,"(33.221409, -94.964483)"
48164,TX,Tom Green County,285.3,Male,Overall,"(31.407797, -100.464066)"
48165,TX,Travis County,300.2,Male,Overall,"(30.334783, -97.788007)"
48166,TX,Trinity County,563.8,Male,Overall,"(31.092163, -95.136108)"
48167,TX,Tyler County,540.6,Male,Overall,"(30.770293, -94.374849)"
48168,TX,Upshur County,511.4,Male,Overall,"(32.741323, -94.944141)"
48169,TX,Upton County,527.7,Male,Overall,"(31.371874, -102.037382)"
48170,TX,Uvalde County,423.7,Male,Overall,"(29.359795, -99.763448)"
48171,TX,Val Verde County,383.1,Male,Overall,"(29.893424, -101.148194)"
48172,TX,Van Zandt County,515.4,Male,Overall,"(32.569053, -95.835594)"
48173,TX,Victoria County,411.3,Male,Overall,"(28.795155, -96.973428)"
48174,TX,Walker County,350.8,Male,Overall,"(30.747205, -95.574661)"
48175,TX,Waller County,419.0,Male,Overall,"(30.012818, -95.994394)"
48176,TX,Ward County,603.4,Male,Overall,"(31.514446, -103.100004)"
48177,TX,Washington County,397.9,Male,Overall,"(30.220468, -96.406738)"
48178,TX,Webb County,371.8,Male,Overall,"(27.762264, -99.337447)"
48179,TX,Wharton County,413.6,Male,Overall,"(29.277618, -96.231817)"
48180,TX,Wheeler County,520.1,Male,Overall,"(35.40249, -100.269358)"
48181,TX,Wichita County,467.9,Male,Overall,"(33.985825, -98.702083)"
48182,TX,Wilbarger County,473.3,Male,Overall,"(34.078681, -99.241511)"
48183,TX,Willacy County,371.0,Male,Overall,"(26.471276, -97.682383)"
48184,TX,Williamson County,286.4,Male,Overall,"(30.65376, -97.600993)"
48185,TX,Wilson County,444.1,Male,Overall,"(29.176604, -98.093519)"
48186,TX,Winkler County,599.0,Male,Overall,"(31.850587, -103.053204)"
48187,TX,Wise County,446.6,Male,Overall,"(33.218652, -97.652229)"
48188,TX,Wood County,510.2,Male,Overall,"(32.790863, -95.380149)"
48189,TX,Yoakum County,446.8,Male,Overall,"(33.165632, -102.816631)"
48190,TX,Young County,561.1,Male,Overall,"(33.176675, -98.684821)"
48191,TX,Zapata County,347.3,Male,Overall,"(27.000684, -99.174828)"
48192,TX,Zavala County,454.9,Male,Overall,"(28.866334, -99.76174)"
48193,TX,Anderson County,380.6,Female,Overall,"(31.818582, -95.653925)"
48194,TX,Andrews County,359.6,Female,Overall,"(32.302021, -102.632247)"
48195,TX,Angelina County,294.2,Female,Overall,"(31.258117, -94.613734)"
48196,TX,Aransas County,267.9,Female,Overall,"(28.120937, -96.991962)"
48197,TX,Archer County,300.9,Female,Overall,"(33.617932, -98.683651)"
48198,TX,Armstrong County,381.2,Female,Overall,"(34.965465, -101.357628)"
48199,TX,Atascosa County,283.6,Female,Overall,"(28.888644, -98.530393)"
48200,TX,Austin County,265.2,Female,Overall,"(29.88676, -96.2835)"
48201,TX,Bailey County,314.2,Female,Overall,"(34.067759, -102.819187)"
48202,TX,Bandera County,266.7,Female,Overall,"(29.754297, -99.258457)"
48203,TX,Bastrop County,262.8,Female,Overall,"(30.105996, -97.319446)"
48204,TX,Baylor County,293.0,Female,Overall,"(33.615467, -99.209649)"
48205,TX,Bee County,284.4,Female,Overall,"(28.411146, -97.743253)"
48206,TX,Bell County,263.1,Female,Overall,"(31.045863, -97.482712)"
48207,TX,Bexar County,268.3,Female,Overall,"(29.453009, -98.524606)"
48208,TX,Blanco County,186.4,Female,Overall,"(30.272461, -98.397174)"
48209,TX,Borden County,341.7,Female,Overall,"(32.73961, -101.432429)"
48210,TX,Bosque County,271.6,Female,Overall,"(31.905356, -97.634677)"
48211,TX,Bowie County,432.6,Female,Overall,"(33.448664, -94.416258)"
48212,TX,Brazoria County,273.7,Female,Overall,"(29.192432, -95.462105)"
48213,TX,Brazos County,276.6,Female,Overall,"(30.670047, -96.301543)"
48214,TX,Brewster County,221.9,Female,Overall,"(29.81452, -103.250155)"
48215,TX,Briscoe County,291.9,Female,Overall,"(34.529564, -101.208094)"
48216,TX,Brooks County,293.5,Female,Overall,"(27.037142, -98.227611)"
48217,TX,Brown County,310.6,Female,Overall,"(31.777174, -98.999606)"
48218,TX,Burleson County,273.1,Female,Overall,"(30.499639, -96.621876)"
48219,TX,Burnet County,216.0,Female,Overall,"(30.797542, -98.182888)"
48220,TX,Caldwell County,227.1,Female,Overall,"(29.840307, -97.629289)"
48221,TX,Calhoun County,278.4,Female,Overall,"(28.470103, -96.645264)"
48222,TX,Callahan County,332.0,Female,Overall,"(32.303606, -99.373446)"
48223,TX,Cameron County,198.8,Female,Overall,"(26.133588, -97.544803)"
48224,TX,Camp County,350.9,Female,Overall,"(32.981536, -94.975645)"
48225,TX,Carson County,365.2,Female,Overall,"(35.403924, -101.35697)"
48226,TX,Cass County,361.5,Female,Overall,"(33.080237, -94.34325)"
48227,TX,Castro County,303.7,Female,Overall,"(34.530548, -102.257559)"
48228,TX,Chambers County,280.8,Female,Overall,"(29.745536, -94.609789)"
48229,TX,Cherokee County,363.0,Female,Overall,"(31.84112, -95.168269)"
48230,TX,Childress County,290.2,Female,Overall,"(34.529714, -100.208556)"
48231,TX,Clay County,338.1,Female,Overall,"(33.784654, -98.205065)"
48232,TX,Cochran County,299.7,Female,Overall,"(33.601838, -102.818093)"
48233,TX,Coke County,233.2,Female,Overall,"(31.89263, -100.527805)"
48234,TX,Coleman County,321.1,Female,Overall,"(31.776377, -99.45247)"
48235,TX,Collin County,205.1,Female,Overall,"(33.190918, -96.565087)"
48236,TX,Collingsworth County,335.7,Female,Overall,"(34.963311, -100.268348)"
48237,TX,Colorado County,288.2,Female,Overall,"(29.621338, -96.533325)"
48238,TX,Comal County,234.5,Female,Overall,"(29.812207, -98.289011)"
48239,TX,Comanche County,321.1,Female,Overall,"(31.95219, -98.561002)"
48240,TX,Concho County,259.1,Female,Overall,"(31.329231, -99.863384)"
48241,TX,Cooke County,336.1,Female,Overall,"(33.641809, -97.204001)"
48242,TX,Coryell County,271.7,Female,Overall,"(31.395079, -97.800221)"
48243,TX,Cottle County,309.2,Female,Overall,"(34.081151, -100.284343)"
48244,TX,Crane County,347.4,Female,Overall,"(31.43088, -102.511613)"
48245,TX,Crockett County,226.4,Female,Overall,"(30.727957, -101.413014)"
48246,TX,Crosby County,301.2,Female,Overall,"(33.612984, -101.303773)"
48247,TX,Culberson County,287.7,Female,Overall,"(31.457503, -104.516424)"
48248,TX,Dallam County,292.9,Female,Overall,"(36.272944, -102.596539)"
48249,TX,Dallas County,258.0,Female,Overall,"(32.773775, -96.773226)"
48250,TX,Dawson County,304.5,Female,Overall,"(32.739263, -101.945821)"
48251,TX,Deaf Smith County,307.3,Female,Overall,"(34.964992, -102.595958)"
48252,TX,Delta County,363.4,Female,Overall,"(33.388888, -95.66343)"
48253,TX,Denton County,216.3,Female,Overall,"(33.209951, -97.11254)"
48254,TX,DeWitt County,252.3,Female,Overall,"(29.085185, -97.361764)"
48255,TX,Dickens County,302.9,Female,Overall,"(33.613871, -100.782481)"
48256,TX,Dimmit County,266.6,Female,Overall,"(28.422438, -99.751303)"
48257,TX,Donley County,352.8,Female,Overall,"(34.964522, -100.813885)"
48258,TX,Duval County,305.6,Female,Overall,"(27.686159, -98.514196)"
48259,TX,Eastland County,322.0,Female,Overall,"(32.332842, -98.832027)"
48260,TX,Ector County,409.7,Female,Overall,"(31.869514, -102.545049)"
48261,TX,Edwards County,244.2,Female,Overall,"(29.981162, -100.305712)"
48262,TX,Ellis County,275.5,Female,Overall,"(32.359899, -96.79456)"
48263,TX,El Paso County,200.8,Female,Overall,"(31.775248, -106.244989)"
48264,TX,Erath County,324.9,Female,Overall,"(32.240439, -98.21503)"
48265,TX,Falls County,271.8,Female,Overall,"(31.258898, -96.935139)"
48266,TX,Fannin County,392.5,Female,Overall,"(33.596707, -96.101851)"
48267,TX,Fayette County,277.0,Female,Overall,"(29.883069, -96.927656)"
48268,TX,Fisher County,334.0,Female,Overall,"(32.740514, -100.404855)"
48269,TX,Floyd County,299.4,Female,Overall,"(34.072796, -101.305009)"
48270,TX,Foard County,335.0,Female,Overall,"(33.973911, -99.781641)"
48271,TX,Fort Bend County,211.9,Female,Overall,"(29.53311, -95.773761)"
48272,TX,Franklin County,355.2,Female,Overall,"(33.183302, -95.215584)"
48273,TX,Freestone County,337.5,Female,Overall,"(31.711473, -96.149515)"
48274,TX,Frio County,320.6,Female,Overall,"(28.865095, -99.110262)"
48275,TX,Gaines County,321.3,Female,Overall,"(32.735901, -102.629158)"
48276,TX,Galveston County,252.6,Female,Overall,"(29.406798, -94.955315)"
48277,TX,Garza County,295.9,Female,Overall,"(33.172933, -101.302538)"
48278,TX,Gillespie County,223.0,Female,Overall,"(30.324468, -98.949262)"
48279,TX,Glasscock County,271.9,Female,Overall,"(31.871895, -101.521498)"
48280,TX,Goliad County,246.4,Female,Overall,"(28.653769, -97.427707)"
48281,TX,Gonzales County,271.1,Female,Overall,"(29.460268, -97.498962)"
48282,TX,Gray County,423.0,Female,Overall,"(35.403598, -100.813885)"
48283,TX,Grayson County,285.4,Female,Overall,"(33.629885, -96.670432)"
48284,TX,Gregg County,306.8,Female,Overall,"(32.47925, -94.816827)"
48285,TX,Grimes County,311.6,Female,Overall,"(30.550013, -95.987077)"
48286,TX,Guadalupe County,262.5,Female,Overall,"(29.586354, -97.955007)"
48287,TX,Hale County,302.0,Female,Overall,"(34.07355, -101.824583)"
48288,TX,Hall County,299.1,Female,Overall,"(34.530892, -100.682762)"
48289,TX,Hamilton County,310.6,Female,Overall,"(31.709702, -98.105626)"
48290,TX,Hansford County,403.3,Female,Overall,"(36.272685, -101.354268)"
48291,TX,Hardeman County,348.0,Female,Overall,"(34.291164, -99.747749)"
48292,TX,Hardin County,358.1,Female,Overall,"(30.332636, -94.390874)"
48293,TX,Harris County,250.7,Female,Overall,"(29.861852, -95.396028)"
48294,TX,Harrison County,292.7,Female,Overall,"(32.546804, -94.369614)"
48295,TX,Hartley County,366.4,Female,Overall,"(35.839507, -102.595685)"
48296,TX,Haskell County,356.3,Female,Overall,"(33.178429, -99.728483)"
48297,TX,Hays County,197.0,Female,Overall,"(30.053491, -98.039671)"
48298,TX,Hemphill County,314.6,Female,Overall,"(35.839372, -100.269797)"
48299,TX,Henderson County,374.2,Female,Overall,"(32.217069, -95.849923)"
48300,TX,Hidalgo County,215.1,Female,Overall,"(26.401894, -98.191207)"
48301,TX,Hill County,272.1,Female,Overall,"(31.999269, -97.132724)"
48302,TX,Hockley County,302.4,Female,Overall,"(33.611216, -102.338)"
48303,TX,Hood County,244.9,Female,Overall,"(32.432427, -97.829824)"
48304,TX,Hopkins County,354.4,Female,Overall,"(33.153071, -95.561345)"
48305,TX,Houston County,330.2,Female,Overall,"(31.324204, -95.42149)"
48306,TX,Howard County,503.1,Female,Overall,"(32.30616, -101.435127)"
48307,TX,Hudspeth County,204.8,Female,Overall,"(31.458315, -105.390813)"
48308,TX,Hunt County,351.1,Female,Overall,"(33.127424, -96.078751)"
48309,TX,Hutchinson County,524.8,Female,Overall,"(35.841282, -101.353978)"
48310,TX,Irion County,203.1,Female,Overall,"(31.307685, -100.981592)"
48311,TX,Jack County,330.6,Female,Overall,"(33.235266, -98.170181)"
48312,TX,Jackson County,257.2,Female,Overall,"(28.947688, -96.577005)"
48313,TX,Jasper County,359.6,Female,Overall,"(30.747838, -94.023567)"
48314,TX,Jeff Davis County,237.3,Female,Overall,"(30.716808, -104.142495)"
48315,TX,Jefferson County,359.8,Female,Overall,"(29.884669, -94.176312)"
48316,TX,Jim Hogg County,243.6,Female,Overall,"(27.049069, -98.707777)"
48317,TX,Jim Wells County,339.3,Female,Overall,"(27.731824, -98.095607)"
48318,TX,Johnson County,269.9,Female,Overall,"(32.383983, -97.366658)"
48319,TX,Jones County,383.4,Female,Overall,"(32.740283, -99.881124)"
48320,TX,Karnes County,296.4,Female,Overall,"(28.907883, -97.861794)"
48321,TX,Kaufman County,370.7,Female,Overall,"(32.605661, -96.286922)"
48322,TX,Kendall County,253.9,Female,Overall,"(29.94735, -98.719345)"
48323,TX,Kenedy County,221.4,Female,Overall,"(26.92722, -97.729018)"
48324,TX,Kent County,269.7,Female,Overall,"(33.173248, -100.783289)"
48325,TX,Kerr County,233.2,Female,Overall,"(30.067209, -99.352759)"
48326,TX,Kimble County,236.3,Female,Overall,"(30.48811, -99.749908)"
48327,TX,King County,287.3,Female,Overall,"(33.616046, -100.259276)"
48328,TX,Kinney County,243.7,Female,Overall,"(29.348653, -100.420371)"
48329,TX,Kleberg County,288.1,Female,Overall,"(27.43916, -97.733262)"
48330,TX,Knox County,296.6,Female,Overall,"(33.60522, -99.74123)"
48331,TX,Lamar County,361.4,Female,Overall,"(33.671811, -95.56629)"
48332,TX,Lamb County,302.8,Female,Overall,"(34.071557, -102.347073)"
48333,TX,Lampasas County,265.8,Female,Overall,"(31.201367, -98.244976)"
48334,TX,La Salle County,277.3,Female,Overall,"(28.343008, -99.100944)"
48335,TX,Lavaca County,270.3,Female,Overall,"(29.386516, -96.935619)"
48336,TX,Lee County,220.7,Female,Overall,"(30.318842, -96.972498)"
48337,TX,Leon County,304.5,Female,Overall,"(31.302035, -95.994996)"
48338,TX,Liberty County,400.7,Female,Overall,"(30.155052, -94.81795)"
48339,TX,Limestone County,271.8,Female,Overall,"(31.55385, -96.581945)"
48340,TX,Lipscomb County,323.9,Female,Overall,"(36.274267, -100.272783)"
48341,TX,Live Oak County,319.0,Female,Overall,"(28.35048, -98.129854)"
48342,TX,Llano County,202.9,Female,Overall,"(30.710191, -98.681978)"
48343,TX,Loving County,310.1,Female,Overall,"(31.856645, -103.584539)"
48344,TX,Lubbock County,304.6,Female,Overall,"(33.613697, -101.820878)"
48345,TX,Lynn County,300.1,Female,Overall,"(33.172235, -101.817157)"
48346,TX,McCulloch County,296.3,Female,Overall,"(31.200207, -99.34505)"
48347,TX,McLennan County,260.3,Female,Overall,"(31.557737, -97.200857)"
48348,TX,McMullen County,270.9,Female,Overall,"(28.349934, -98.573623)"
48349,TX,Madison County,302.8,Female,Overall,"(30.973659, -95.926008)"
48350,TX,Marion County,322.8,Female,Overall,"(32.799676, -94.36013)"
48351,TX,Martin County,435.9,Female,Overall,"(32.306634, -101.952)"
48352,TX,Mason County,222.5,Female,Overall,"(30.722288, -99.224221)"
48353,TX,Matagorda County,284.6,Female,Overall,"(28.870504, -95.987045)"
48354,TX,Maverick County,237.6,Female,Overall,"(28.741641, -100.315886)"
48355,TX,Medina County,282.1,Female,Overall,"(29.357539, -99.11094)"
48356,TX,Menard County,228.7,Female,Overall,"(30.893596, -99.820244)"
48357,TX,Midland County,273.9,Female,Overall,"(31.870648, -102.032206)"
48358,TX,Milam County,231.6,Female,Overall,"(30.796601, -96.980023)"
48359,TX,Mills County,302.1,Female,Overall,"(31.50143, -98.592878)"
48360,TX,Mitchell County,392.5,Female,Overall,"(32.306972, -100.919542)"
48361,TX,Montague County,351.7,Female,Overall,"(33.677183, -97.721643)"
48362,TX,Montgomery County,262.4,Female,Overall,"(30.305575, -95.50759)"
48363,TX,Moore County,366.3,Female,Overall,"(35.840361, -101.892621)"
48364,TX,Morris County,375.2,Female,Overall,"(33.124358, -94.735835)"
48365,TX,Motley County,297.1,Female,Overall,"(34.077396, -100.784437)"
48366,TX,Nacogdoches County,291.8,Female,Overall,"(31.619589, -94.617305)"
48367,TX,Navarro County,299.5,Female,Overall,"(32.056032, -96.470082)"
48368,TX,Newton County,395.0,Female,Overall,"(30.785381, -93.743083)"
48369,TX,Nolan County,374.8,Female,Overall,"(32.303967, -100.410557)"
48370,TX,Nueces County,232.3,Female,Overall,"(27.726025, -97.635938)"
48371,TX,Ochiltree County,517.8,Female,Overall,"(36.272365, -100.815124)"
48372,TX,Oldham County,333.4,Female,Overall,"(35.401172, -102.591559)"
48373,TX,Orange County,384.9,Female,Overall,"(30.127906, -93.895247)"
48374,TX,Palo Pinto County,403.3,Female,Overall,"(32.756222, -98.306908)"
48375,TX,Panola County,313.3,Female,Overall,"(32.160728, -94.303631)"
48376,TX,Parker County,271.9,Female,Overall,"(32.779165, -97.799359)"
48377,TX,Parmer County,309.9,Female,Overall,"(34.528624, -102.773467)"
48378,TX,Pecos County,262.5,Female,Overall,"(30.786084, -102.731631)"
48379,TX,Polk County,416.7,Female,Overall,"(30.794672, -94.830263)"
48380,TX,Potter County,439.0,Female,Overall,"(35.405302, -101.891389)"
48381,TX,Presidio County,192.2,Female,Overall,"(30.000968, -104.235765)"
48382,TX,Rains County,366.5,Female,Overall,"(32.873701, -95.786222)"
48383,TX,Randall County,306.3,Female,Overall,"(34.965684, -101.897576)"
48384,TX,Reagan County,241.1,Female,Overall,"(31.370691, -101.522099)"
48385,TX,Real County,249.5,Female,Overall,"(29.838543, -99.830097)"
48386,TX,Red River County,420.1,Female,Overall,"(33.627931, -95.045537)"
48387,TX,Reeves County,296.1,Female,Overall,"(31.328736, -103.692762)"
48388,TX,Refugio County,262.9,Female,Overall,"(28.32063, -97.160159)"
48389,TX,Roberts County,486.7,Female,Overall,"(35.841866, -100.815135)"
48390,TX,Robertson County,286.0,Female,Overall,"(31.034375, -96.513682)"
48391,TX,Rockwall County,230.5,Female,Overall,"(32.905425, -96.406299)"
48392,TX,Runnels County,313.9,Female,Overall,"(31.834649, -99.975376)"
48393,TX,Rusk County,362.8,Female,Overall,"(32.110433, -94.765421)"
48394,TX,Sabine County,361.6,Female,Overall,"(31.345641, -93.850026)"
48395,TX,San Augustine County,333.7,Female,Overall,"(31.399034, -94.170321)"
48396,TX,San Jacinto County,317.2,Female,Overall,"(30.583279, -95.168748)"
48397,TX,San Patricio County,259.6,Female,Overall,"(28.003671, -97.511283)"
48398,TX,San Saba County,232.9,Female,Overall,"(31.158407, -98.817279)"
48399,TX,Schleicher County,210.4,Female,Overall,"(30.892459, -100.537075)"
48400,TX,Scurry County,281.2,Female,Overall,"(32.73961, -100.917806)"
48401,TX,Shackelford County,336.0,Female,Overall,"(32.739298, -99.355198)"
48402,TX,Shelby County,344.6,Female,Overall,"(31.794184, -94.142352)"
48403,TX,Sherman County,331.4,Female,Overall,"(36.272059, -101.893541)"
48404,TX,Smith County,360.7,Female,Overall,"(32.377685, -95.270483)"
48405,TX,Somervell County,269.3,Female,Overall,"(32.226978, -97.772446)"
48406,TX,Starr County,254.9,Female,Overall,"(26.565759, -98.749657)"
48407,TX,Stephens County,350.2,Female,Overall,"(32.737809, -98.833384)"
48408,TX,Sterling County,273.9,Female,Overall,"(31.833036, -101.051409)"
48409,TX,Stonewall County,360.8,Female,Overall,"(33.175961, -100.255465)"
48410,TX,Sutton County,223.3,Female,Overall,"(30.493286, -100.538026)"
48411,TX,Swisher County,304.9,Female,Overall,"(34.530892, -101.731801)"
48412,TX,Tarrant County,244.8,Female,Overall,"(32.776215, -97.286653)"
48413,TX,Taylor County,325.7,Female,Overall,"(32.301345, -99.892274)"
48414,TX,Terrell County,230.1,Female,Overall,"(30.233267, -102.079592)"
48415,TX,Terry County,298.9,Female,Overall,"(33.170742, -102.331846)"
48416,TX,Throckmorton County,310.3,Female,Overall,"(33.178779, -99.208866)"
48417,TX,Titus County,347.6,Female,Overall,"(33.221409, -94.964483)"
48418,TX,Tom Green County,202.7,Female,Overall,"(31.407797, -100.464066)"
48419,TX,Travis County,178.5,Female,Overall,"(30.334783, -97.788007)"
48420,TX,Trinity County,342.0,Female,Overall,"(31.092163, -95.136108)"
48421,TX,Tyler County,342.7,Female,Overall,"(30.770293, -94.374849)"
48422,TX,Upshur County,342.4,Female,Overall,"(32.741323, -94.944141)"
48423,TX,Upton County,305.7,Female,Overall,"(31.371874, -102.037382)"
48424,TX,Uvalde County,276.3,Female,Overall,"(29.359795, -99.763448)"
48425,TX,Val Verde County,230.3,Female,Overall,"(29.893424, -101.148194)"
48426,TX,Van Zandt County,373.3,Female,Overall,"(32.569053, -95.835594)"
48427,TX,Victoria County,219.9,Female,Overall,"(28.795155, -96.973428)"
48428,TX,Walker County,234.1,Female,Overall,"(30.747205, -95.574661)"
48429,TX,Waller County,261.3,Female,Overall,"(30.012818, -95.994394)"
48430,TX,Ward County,345.6,Female,Overall,"(31.514446, -103.100004)"
48431,TX,Washington County,279.5,Female,Overall,"(30.220468, -96.406738)"
48432,TX,Webb County,215.1,Female,Overall,"(27.762264, -99.337447)"
48433,TX,Wharton County,263.0,Female,Overall,"(29.277618, -96.231817)"
48434,TX,Wheeler County,379.3,Female,Overall,"(35.40249, -100.269358)"
48435,TX,Wichita County,280.4,Female,Overall,"(33.985825, -98.702083)"
48436,TX,Wilbarger County,295.2,Female,Overall,"(34.078681, -99.241511)"
48437,TX,Willacy County,213.3,Female,Overall,"(26.471276, -97.682383)"
48438,TX,Williamson County,169.0,Female,Overall,"(30.65376, -97.600993)"
48439,TX,Wilson County,269.7,Female,Overall,"(29.176604, -98.093519)"
48440,TX,Winkler County,373.8,Female,Overall,"(31.850587, -103.053204)"
48441,TX,Wise County,252.9,Female,Overall,"(33.218652, -97.652229)"
48442,TX,Wood County,362.0,Female,Overall,"(32.790863, -95.380149)"
48443,TX,Yoakum County,302.4,Female,Overall,"(33.165632, -102.816631)"
48444,TX,Young County,369.3,Female,Overall,"(33.176675, -98.684821)"
48445,TX,Zapata County,231.8,Female,Overall,"(27.000684, -99.174828)"
48446,TX,Zavala County,293.1,Female,Overall,"(28.866334, -99.76174)"
48447,TX,Anderson County,519.6,Overall,White,"(31.818582, -95.653925)"
48448,TX,Andrews County,484.1,Overall,White,"(32.302021, -102.632247)"
48449,TX,Angelina County,387.3,Overall,White,"(31.258117, -94.613734)"
48450,TX,Aransas County,381.7,Overall,White,"(28.120937, -96.991962)"
48451,TX,Archer County,385.0,Overall,White,"(33.617932, -98.683651)"
48452,TX,Armstrong County,457.1,Overall,White,"(34.965465, -101.357628)"
48453,TX,Atascosa County,374.2,Overall,White,"(28.888644, -98.530393)"
48454,TX,Austin County,320.4,Overall,White,"(29.88676, -96.2835)"
48455,TX,Bailey County,365.9,Overall,White,"(34.067759, -102.819187)"
48456,TX,Bandera County,344.0,Overall,White,"(29.754297, -99.258457)"
48457,TX,Bastrop County,356.7,Overall,White,"(30.105996, -97.319446)"
