State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
TX,TX,2016,August,Number of Drug Overdose Deaths,2741,2836,100,0.177923021060276,
TX,TX,2016,September,Number of Drug Overdose Deaths,2762,2858,100,0.177346218078973,
TX,TX,2016,October,Number of Drug Overdose Deaths,2749,2844,100,0.177879979994947,
TX,TX,2016,November,Number of Drug Overdose Deaths,2773,2867,100,0.173351234291652,
TX,TX,2016,December,Number of Drug Overdose Deaths,2812,2907,100,0.17347300133954,
TX,TX,2017,January,Number of Drug Overdose Deaths,2810,2878,100,0.167569224481455,Underreported due to incomplete data
TX,TX,2017,February,Number of Drug Overdose Deaths,2813,2887,100,0.157653865580947,Underreported due to incomplete data
TX,TX,2017,March,Number of Drug Overdose Deaths,2814,2888,100,0.156609107734863,Underreported due to incomplete data
TX,TX,2017,April,Number of Drug Overdose Deaths,2797,2869,100,0.148396605173553,Underreported due to incomplete data
TX,TX,2017,May,Number of Drug Overdose Deaths,2830,2899,100,0.141553947782321,Underreported due to incomplete data
TX,TX,2017,June,Number of Drug Overdose Deaths,2840,2915,100,0.131397378140347,Underreported due to incomplete data
TX,TX,2017,July,Number of Drug Overdose Deaths,2878,2960,100,0.129386454506708,Underreported due to incomplete data
TX,TX,2017,August,Number of Drug Overdose Deaths,2855,2944,100,0.11864080229575,Underreported due to incomplete data
TX,TX,2017,September,Number of Drug Overdose Deaths,2868,2949,100,0.109289064515966,Underreported due to incomplete data
TX,TX,2017,October,Number of Drug Overdose Deaths,2879,2951,100,0.103264674917766,Underreported due to incomplete data
TX,TX,2017,November,Number of Drug Overdose Deaths,2928,2986,100,0.0918310509386338,Underreported due to incomplete data
TX,TX,2017,December,Number of Drug Overdose Deaths,2950,2978,100,0.070706567743863,Underreported due to incomplete data
TX,TX,2018,January,Number of Drug Overdose Deaths,2966,2993,100,0.0811791516289624,Underreported due to incomplete data
TX,TX,2018,February,Number of Drug Overdose Deaths,2978,3025,100,0.0979766123489527,Underreported due to incomplete data
TX,TX,2018,March,Number of Drug Overdose Deaths,2962,3020,100,0.119048199883879,Underreported due to incomplete data
TX,TX,2018,April,Number of Drug Overdose Deaths,2972,3044,100,0.13940475145985,Underreported due to incomplete data
US,US,2015,January,Cocaine (T40.5),5496,5708,100,0.143178355985338,
US,US,2015,February,Cocaine (T40.5),5592,5808,100,0.146002798636808,
US,US,2015,March,Cocaine (T40.5),5729,5950,100,0.145000790235669,
US,US,2015,April,Cocaine (T40.5),5908,6136,100,0.14645411624489,
US,US,2015,May,Cocaine (T40.5),5987,6218,100,0.146196609053962,
US,US,2015,June,Cocaine (T40.5),6022,6255,100,0.147394042278837,
US,US,2015,July,Cocaine (T40.5),6150,6388,100,0.147934447308352,
US,US,2015,August,Cocaine (T40.5),6287,6530,100,0.148719883671925,
US,US,2015,September,Cocaine (T40.5),6437,6686,100,0.150740135533958,
US,US,2015,October,Cocaine (T40.5),6590,6846,100,0.15293214597802,
US,US,2015,November,Cocaine (T40.5),6720,6981,100,0.152393367717461,
US,US,2015,December,Cocaine (T40.5),6841,7106,100,0.153226512564574,
US,US,2016,January,Cocaine (T40.5),6988,7259,100,0.150668764023293,
US,US,2016,February,Cocaine (T40.5),7151,7427,100,0.14757664491327,
US,US,2016,March,Cocaine (T40.5),7358,7642,100,0.148564499225548,
US,US,2016,April,Cocaine (T40.5),7606,7900,100,0.149963599274203,
US,US,2016,May,Cocaine (T40.5),7842,8146,100,0.15327337853094,
US,US,2016,June,Cocaine (T40.5),8117,8432,100,0.154681724815674,
US,US,2016,July,Cocaine (T40.5),8513,8844,100,0.157625860967647,
US,US,2016,August,Cocaine (T40.5),8869,9215,100,0.161393319383945,
US,US,2016,September,Cocaine (T40.5),9265,9627,100,0.163075370731903,
US,US,2016,October,Cocaine (T40.5),9639,10016,100,0.165318715266751,
US,US,2016,November,Cocaine (T40.5),10054,10448,100,0.165850094188956,
US,US,2016,December,Cocaine (T40.5),10458,10868,100,0.166299133338958,
US,US,2017,January,Cocaine (T40.5),10955,11301,100,0.16451137014986,Underreported due to incomplete data
US,US,2017,February,Cocaine (T40.5),11306,11702,100,0.16320443719733,Underreported due to incomplete data
US,US,2017,March,Cocaine (T40.5),11665,12065,100,0.162078112796,Underreported due to incomplete data
US,US,2017,April,Cocaine (T40.5),12067,12565,100,0.159649869833074,Underreported due to incomplete data
US,US,2017,May,Cocaine (T40.5),12436,12943,100,0.156520678734492,Underreported due to incomplete data
US,US,2017,June,Cocaine (T40.5),12875,13424,100,0.155434832792133,Underreported due to incomplete data
US,US,2017,July,Cocaine (T40.5),13079,13577,100,0.152839146275002,Underreported due to incomplete data
US,US,2017,August,Cocaine (T40.5),13393,13864,100,0.149331865862178,Underreported due to incomplete data
US,US,2017,September,Cocaine (T40.5),13603,14119,100,0.145232225365612,Underreported due to incomplete data
US,US,2017,October,Cocaine (T40.5),13762,14314,100,0.140479261228009,Underreported due to incomplete data
US,US,2017,November,Cocaine (T40.5),13880,14466,100,0.135276302381318,Underreported due to incomplete data
US,US,2017,December,Cocaine (T40.5),14136,14678,100,0.126903238319601,Underreported due to incomplete data
US,US,2018,January,Cocaine (T40.5),14192,14631,100,0.143940387443645,Underreported due to incomplete data
US,US,2018,February,Cocaine (T40.5),14187,14684,100,0.164185504685169,Underreported due to incomplete data
US,US,2018,March,Cocaine (T40.5),14257,14758,100,0.189427698421823,Underreported due to incomplete data
US,US,2018,April,Cocaine (T40.5),14216,14830,100,0.219045078725146,Underreported due to incomplete data
US,US,2015,January,Heroin (T40.1),10788,11063,100,0.143178355985338,
US,US,2015,February,Heroin (T40.1),11002,11288,100,0.146002798636808,
US,US,2015,March,Heroin (T40.1),11167,11455,100,0.145000790235669,
US,US,2015,April,Heroin (T40.1),11471,11770,100,0.14645411624489,
US,US,2015,May,Heroin (T40.1),11675,11979,100,0.146196609053962,
US,US,2015,June,Heroin (T40.1),11805,12115,100,0.147394042278837,
US,US,2015,July,Heroin (T40.1),11985,12301,100,0.147934447308352,
US,US,2015,August,Heroin (T40.1),12201,12524,100,0.148719883671925,
US,US,2015,September,Heroin (T40.1),12527,12863,100,0.150740135533958,
US,US,2015,October,Heroin (T40.1),12700,13046,100,0.15293214597802,
US,US,2015,November,Heroin (T40.1),12972,13324,100,0.152393367717461,
US,US,2015,December,Heroin (T40.1),13051,13407,100,0.153226512564574,
US,US,2016,January,Heroin (T40.1),13221,13576,100,0.150668764023293,
US,US,2016,February,Heroin (T40.1),13479,13833,100,0.14757664491327,
US,US,2016,March,Heroin (T40.1),13767,14131,100,0.148564499225548,
US,US,2016,April,Heroin (T40.1),14010,14384,100,0.149963599274203,
US,US,2016,May,Heroin (T40.1),14166,14553,100,0.15327337853094,
US,US,2016,June,Heroin (T40.1),14410,14807,100,0.154681724815674,
US,US,2016,July,Heroin (T40.1),14681,15093,100,0.157625860967647,
US,US,2016,August,Heroin (T40.1),14859,15287,100,0.161393319383945,
US,US,2016,September,Heroin (T40.1),14912,15346,100,0.163075370731903,
US,US,2016,October,Heroin (T40.1),14984,15426,100,0.165318715266751,
US,US,2016,November,Heroin (T40.1),15143,15591,100,0.165850094188956,
US,US,2016,December,Heroin (T40.1),15551,16012,100,0.166299133338958,
US,US,2017,January,Heroin (T40.1),15868,16215,100,0.16451137014986,Underreported due to incomplete data
US,US,2017,February,Heroin (T40.1),15963,16378,100,0.16320443719733,Underreported due to incomplete data
US,US,2017,March,Heroin (T40.1),16019,16389,100,0.162078112796,Underreported due to incomplete data
US,US,2017,April,Heroin (T40.1),16011,16345,100,0.159649869833074,Underreported due to incomplete data
US,US,2017,May,Heroin (T40.1),16140,16439,100,0.156520678734492,Underreported due to incomplete data
US,US,2017,June,Heroin (T40.1),16176,16496,100,0.155434832792133,Underreported due to incomplete data
US,US,2017,July,Heroin (T40.1),16069,16578,100,0.152839146275002,Underreported due to incomplete data
US,US,2017,August,Heroin (T40.1),16028,16559,100,0.149331865862178,Underreported due to incomplete data
US,US,2017,September,Heroin (T40.1),15997,16522,100,0.145232225365612,Underreported due to incomplete data
US,US,2017,October,Heroin (T40.1),15949,16429,100,0.140479261228009,Underreported due to incomplete data
US,US,2017,November,Heroin (T40.1),15799,16225,100,0.135276302381318,Underreported due to incomplete data
US,US,2017,December,Heroin (T40.1),15645,15954,100,0.126903238319601,Underreported due to incomplete data
US,US,2018,January,Heroin (T40.1),15340,15619,100,0.143940387443645,Underreported due to incomplete data
US,US,2018,February,Heroin (T40.1),15139,15535,100,0.164185504685169,Underreported due to incomplete data
US,US,2018,March,Heroin (T40.1),15008,15428,100,0.189427698421823,Underreported due to incomplete data
US,US,2018,April,Heroin (T40.1),14887,15357,100,0.219045078725146,Underreported due to incomplete data
US,US,2015,January,Methadone (T40.3),3413,3518,100,0.143178355985338,
US,US,2015,February,Methadone (T40.3),3372,3478,100,0.146002798636808,
US,US,2015,March,Methadone (T40.3),3387,3493,100,0.145000790235669,
US,US,2015,April,Methadone (T40.3),3401,3509,100,0.14645411624489,
US,US,2015,May,Methadone (T40.3),3421,3529,100,0.146196609053962,
US,US,2015,June,Methadone (T40.3),3392,3500,100,0.147394042278837,
US,US,2015,July,Methadone (T40.3),3341,3448,100,0.147934447308352,
US,US,2015,August,Methadone (T40.3),3345,3453,100,0.148719883671925,
US,US,2015,September,Methadone (T40.3),3393,3504,100,0.150740135533958,
US,US,2015,October,Methadone (T40.3),3385,3497,100,0.15293214597802,
US,US,2015,November,Methadone (T40.3),3331,3441,100,0.152393367717461,
US,US,2015,December,Methadone (T40.3),3309,3419,100,0.153226512564574,
US,US,2016,January,Methadone (T40.3),3276,3383,100,0.150668764023293,
US,US,2016,February,Methadone (T40.3),3292,3397,100,0.14757664491327,
US,US,2016,March,Methadone (T40.3),3285,3391,100,0.148564499225548,
US,US,2016,April,Methadone (T40.3),3327,3435,100,0.149963599274203,
US,US,2016,May,Methadone (T40.3),3299,3409,100,0.15327337853094,
US,US,2016,June,Methadone (T40.3),3356,3468,100,0.154681724815674,
US,US,2016,July,Methadone (T40.3),3393,3509,100,0.157625860967647,
US,US,2016,August,Methadone (T40.3),3392,3511,100,0.161393319383945,
US,US,2016,September,Methadone (T40.3),3339,3457,100,0.163075370731903,
US,US,2016,October,Methadone (T40.3),3343,3463,100,0.165318715266751,
US,US,2016,November,Methadone (T40.3),3373,3495,100,0.165850094188956,
US,US,2016,December,Methadone (T40.3),3390,3513,100,0.166299133338958,
US,US,2017,January,Methadone (T40.3),3388,3490,100,0.16451137014986,Underreported due to incomplete data
US,US,2017,February,Methadone (T40.3),3355,3459,100,0.16320443719733,Underreported due to incomplete data
US,US,2017,March,Methadone (T40.3),3357,3466,100,0.162078112796,Underreported due to incomplete data
US,US,2017,April,Methadone (T40.3),3311,3419,100,0.159649869833074,Underreported due to incomplete data
US,US,2017,May,Methadone (T40.3),3303,3417,100,0.156520678734492,Underreported due to incomplete data
US,US,2017,June,Methadone (T40.3),3248,3342,100,0.155434832792133,Underreported due to incomplete data
US,US,2017,July,Methadone (T40.3),3224,3336,100,0.152839146275002,Underreported due to incomplete data
US,US,2017,August,Methadone (T40.3),3207,3331,100,0.149331865862178,Underreported due to incomplete data
US,US,2017,September,Methadone (T40.3),3223,3343,100,0.145232225365612,Underreported due to incomplete data
US,US,2017,October,Methadone (T40.3),3195,3298,100,0.140479261228009,Underreported due to incomplete data
US,US,2017,November,Methadone (T40.3),3191,3287,100,0.135276302381318,Underreported due to incomplete data
US,US,2017,December,Methadone (T40.3),3219,3284,100,0.126903238319601,Underreported due to incomplete data
US,US,2018,January,Methadone (T40.3),3188,3269,100,0.143940387443645,Underreported due to incomplete data
US,US,2018,February,Methadone (T40.3),3163,3261,100,0.164185504685169,Underreported due to incomplete data
US,US,2018,March,Methadone (T40.3),3160,3282,100,0.189427698421823,Underreported due to incomplete data
US,US,2018,April,Methadone (T40.3),3134,3279,100,0.219045078725146,Underreported due to incomplete data
US,US,2015,January,Natural & semi-synthetic opioids (T40.2),12269,12703,100,0.143178355985338,
US,US,2015,February,Natural & semi-synthetic opioids (T40.2),12237,12677,100,0.146002798636808,
US,US,2015,March,Natural & semi-synthetic opioids (T40.2),12267,12706,100,0.145000790235669,
US,US,2015,April,Natural & semi-synthetic opioids (T40.2),12356,12802,100,0.14645411624489,
US,US,2015,May,Natural & semi-synthetic opioids (T40.2),12474,12923,100,0.146196609053962,
US,US,2015,June,Natural & semi-synthetic opioids (T40.2),12555,13010,100,0.147394042278837,
US,US,2015,July,Natural & semi-synthetic opioids (T40.2),12574,13032,100,0.147934447308352,
US,US,2015,August,Natural & semi-synthetic opioids (T40.2),12649,13111,100,0.148719883671925,
US,US,2015,September,Natural & semi-synthetic opioids (T40.2),12707,13177,100,0.150740135533958,
US,US,2015,October,Natural & semi-synthetic opioids (T40.2),12773,13252,100,0.15293214597802,
US,US,2015,November,Natural & semi-synthetic opioids (T40.2),12737,13213,100,0.152393367717461,
US,US,2015,December,Natural & semi-synthetic opioids (T40.2),12747,13226,100,0.153226512564574,
US,US,2016,January,Natural & semi-synthetic opioids (T40.2),12729,13200,100,0.150668764023293,
US,US,2016,February,Natural & semi-synthetic opioids (T40.2),12878,13346,100,0.14757664491327,
US,US,2016,March,Natural & semi-synthetic opioids (T40.2),13052,13529,100,0.148564499225548,
US,US,2016,April,Natural & semi-synthetic opioids (T40.2),13266,13755,100,0.149963599274203,
US,US,2016,May,Natural & semi-synthetic opioids (T40.2),13356,13858,100,0.15327337853094,
US,US,2016,June,Natural & semi-synthetic opioids (T40.2),13528,14040,100,0.154681724815674,
US,US,2016,July,Natural & semi-synthetic opioids (T40.2),13698,14226,100,0.157625860967647,
US,US,2016,August,Natural & semi-synthetic opioids (T40.2),13830,14374,100,0.161393319383945,
US,US,2016,September,Natural & semi-synthetic opioids (T40.2),13926,14479,100,0.163075370731903,
US,US,2016,October,Natural & semi-synthetic opioids (T40.2),14072,14638,100,0.165318715266751,
US,US,2016,November,Natural & semi-synthetic opioids (T40.2),14269,14844,100,0.165850094188956,
US,US,2016,December,Natural & semi-synthetic opioids (T40.2),14534,15121,100,0.166299133338958,
US,US,2017,January,Natural & semi-synthetic opioids (T40.2),14728,15201,100,0.16451137014986,Underreported due to incomplete data
US,US,2017,February,Natural & semi-synthetic opioids (T40.2),14787,15304,100,0.16320443719733,Underreported due to incomplete data
US,US,2017,March,Natural & semi-synthetic opioids (T40.2),14808,15335,100,0.162078112796,Underreported due to incomplete data
US,US,2017,April,Natural & semi-synthetic opioids (T40.2),14869,15404,100,0.159649869833074,Underreported due to incomplete data
US,US,2017,May,Natural & semi-synthetic opioids (T40.2),15006,15487,100,0.156520678734492,Underreported due to incomplete data
US,US,2017,June,Natural & semi-synthetic opioids (T40.2),14976,15504,100,0.155434832792133,Underreported due to incomplete data
US,US,2017,July,Natural & semi-synthetic opioids (T40.2),15011,15627,100,0.152839146275002,Underreported due to incomplete data
US,US,2017,August,Natural & semi-synthetic opioids (T40.2),14949,15614,100,0.149331865862178,Underreported due to incomplete data
US,US,2017,September,Natural & semi-synthetic opioids (T40.2),14940,15588,100,0.145232225365612,Underreported due to incomplete data
US,US,2017,October,Natural & semi-synthetic opioids (T40.2),14837,15416,100,0.140479261228009,Underreported due to incomplete data
US,US,2017,November,Natural & semi-synthetic opioids (T40.2),14740,15241,100,0.135276302381318,Underreported due to incomplete data
US,US,2017,December,Natural & semi-synthetic opioids (T40.2),14607,14941,100,0.126903238319601,Underreported due to incomplete data
US,US,2018,January,Natural & semi-synthetic opioids (T40.2),14433,14832,100,0.143940387443645,Underreported due to incomplete data
US,US,2018,February,Natural & semi-synthetic opioids (T40.2),14201,14700,100,0.164185504685169,Underreported due to incomplete data
US,US,2018,March,Natural & semi-synthetic opioids (T40.2),13924,14504,100,0.189427698421823,Underreported due to incomplete data
US,US,2018,April,Natural & semi-synthetic opioids (T40.2),13596,14264,100,0.219045078725146,Underreported due to incomplete data
US,US,2015,January,Number of Deaths,2653334,,100,0.143178355985338,
US,US,2015,February,Number of Deaths,2668442,,100,0.146002798636808,
US,US,2015,March,Number of Deaths,2682744,,100,0.145000790235669,
US,US,2015,April,Number of Deaths,2691628,,100,0.14645411624489,
US,US,2015,May,Number of Deaths,2698421,,100,0.146196609053962,
US,US,2015,June,Number of Deaths,2704994,,100,0.147394042278837,
US,US,2015,July,Number of Deaths,2712688,,100,0.147934447308352,
US,US,2015,August,Number of Deaths,2719206,,100,0.148719883671925,
US,US,2015,September,Number of Deaths,2723893,,100,0.150740135533958,
US,US,2015,October,Number of Deaths,2729315,,100,0.15293214597802,
US,US,2015,November,Number of Deaths,2727809,,100,0.152393367717461,
US,US,2015,December,Number of Deaths,2718198,,100,0.153226512564574,
US,US,2016,January,Number of Deaths,2698635,,100,0.150668764023293,
US,US,2016,February,Number of Deaths,2701647,,100,0.14757664491327,
US,US,2016,March,Number of Deaths,2703203,,100,0.148564499225548,
US,US,2016,April,Number of Deaths,2705990,,100,0.149963599274203,
US,US,2016,May,Number of Deaths,2706928,,100,0.15327337853094,
US,US,2016,June,Number of Deaths,2708788,,100,0.154681724815674,
US,US,2016,July,Number of Deaths,2711484,,100,0.157625860967647,
US,US,2016,August,Number of Deaths,2716965,,100,0.161393319383945,
US,US,2016,September,Number of Deaths,2721441,,100,0.163075370731903,
US,US,2016,October,Number of Deaths,2726854,,100,0.165318715266751,
US,US,2016,November,Number of Deaths,2734397,,100,0.165850094188956,
US,US,2016,December,Number of Deaths,2749864,,100,0.166299133338958,
US,US,2017,January,Number of Deaths,2766982,,100,0.16451137014986,Underreported due to incomplete data
US,US,2017,February,Number of Deaths,2770758,,100,0.16320443719733,Underreported due to incomplete data
US,US,2017,March,Number of Deaths,2778290,,100,0.162078112796,Underreported due to incomplete data
US,US,2017,April,Number of Deaths,2782965,,100,0.159649869833074,Underreported due to incomplete data
US,US,2017,May,Number of Deaths,2788130,,100,0.156520678734492,Underreported due to incomplete data
US,US,2017,June,Number of Deaths,2794097,,100,0.155434832792133,Underreported due to incomplete data
US,US,2017,July,Number of Deaths,2796404,,100,0.152839146275002,Underreported due to incomplete data
US,US,2017,August,Number of Deaths,2798465,,100,0.149331865862178,Underreported due to incomplete data
US,US,2017,September,Number of Deaths,2804474,,100,0.145232225365612,Underreported due to incomplete data
US,US,2017,October,Number of Deaths,2806820,,100,0.140479261228009,Underreported due to incomplete data
US,US,2017,November,Number of Deaths,2810544,,100,0.135276302381318,Underreported due to incomplete data
US,US,2017,December,Number of Deaths,2820259,,100,0.126903238319601,Underreported due to incomplete data
US,US,2018,January,Number of Deaths,2844233,,100,0.143940387443645,Underreported due to incomplete data
US,US,2018,February,Number of Deaths,2847389,,100,0.164185504685169,Underreported due to incomplete data
US,US,2018,March,Number of Deaths,2844357,,100,0.189427698421823,Underreported due to incomplete data
US,US,2018,April,Number of Deaths,2845533,,100,0.219045078725146,Underreported due to incomplete data
US,US,2015,January,Number of Drug Overdose Deaths,47523,48868,100,0.143178355985338,
US,US,2015,February,Number of Drug Overdose Deaths,47725,49100,100,0.146002798636808,
US,US,2015,March,Number of Drug Overdose Deaths,48198,49578,100,0.145000790235669,
US,US,2015,April,Number of Drug Overdose Deaths,48748,50156,100,0.14645411624489,
US,US,2015,May,Number of Drug Overdose Deaths,49293,50715,100,0.146196609053962,
US,US,2015,June,Number of Drug Overdose Deaths,49691,51135,100,0.147394042278837,
US,US,2015,July,Number of Drug Overdose Deaths,50301,51767,100,0.147934447308352,
US,US,2015,August,Number of Drug Overdose Deaths,50834,52323,100,0.148719883671925,
US,US,2015,September,Number of Drug Overdose Deaths,51575,53104,100,0.150740135533958,
US,US,2015,October,Number of Drug Overdose Deaths,52114,53680,100,0.15293214597802,
US,US,2015,November,Number of Drug Overdose Deaths,52386,53955,100,0.152393367717461,
US,US,2015,December,Number of Drug Overdose Deaths,52623,54207,100,0.153226512564574,
US,US,2016,January,Number of Drug Overdose Deaths,52902,54470,100,0.150668764023293,
US,US,2016,February,Number of Drug Overdose Deaths,53834,55400,100,0.14757664491327,
US,US,2016,March,Number of Drug Overdose Deaths,54781,56384,100,0.148564499225548,
US,US,2016,April,Number of Drug Overdose Deaths,55763,57409,100,0.149963599274203,
US,US,2016,May,Number of Drug Overdose Deaths,56465,58165,100,0.15327337853094,
US,US,2016,June,Number of Drug Overdose Deaths,57428,59171,100,0.154681724815674,
US,US,2016,July,Number of Drug Overdose Deaths,58525,60332,100,0.157625860967647,
US,US,2016,August,Number of Drug Overdose Deaths,59417,61292,100,0.161393319383945,
US,US,2016,September,Number of Drug Overdose Deaths,60147,62063,100,0.163075370731903,
US,US,2016,October,Number of Drug Overdose Deaths,61062,63032,100,0.165318715266751,
US,US,2016,November,Number of Drug Overdose Deaths,62340,64357,100,0.165850094188956,
US,US,2016,December,Number of Drug Overdose Deaths,63938,66012,100,0.166299133338958,
US,US,2017,January,Number of Drug Overdose Deaths,65573,67113,100,0.16451137014986,Underreported due to incomplete data
US,US,2017,February,Number of Drug Overdose Deaths,66194,67988,100,0.16320443719733,Underreported due to incomplete data
US,US,2017,March,Number of Drug Overdose Deaths,66863,68676,100,0.162078112796,Underreported due to incomplete data
US,US,2017,April,Number of Drug Overdose Deaths,67502,69360,100,0.159649869833074,Underreported due to incomplete data
US,US,2017,May,Number of Drug Overdose Deaths,68386,70222,100,0.156520678734492,Underreported due to incomplete data
US,US,2017,June,Number of Drug Overdose Deaths,69182,71295,100,0.155434832792133,Underreported due to incomplete data
US,US,2017,July,Number of Drug Overdose Deaths,69551,71810,100,0.152839146275002,Underreported due to incomplete data
US,US,2017,August,Number of Drug Overdose Deaths,70058,72625,100,0.149331865862178,Underreported due to incomplete data
US,US,2017,September,Number of Drug Overdose Deaths,70694,73143,100,0.145232225365612,Underreported due to incomplete data
US,US,2017,October,Number of Drug Overdose Deaths,70815,73044,100,0.140479261228009,Underreported due to incomplete data
US,US,2017,November,Number of Drug Overdose Deaths,70877,72816,100,0.135276302381318,Underreported due to incomplete data
US,US,2017,December,Number of Drug Overdose Deaths,70908,72268,100,0.126903238319601,Underreported due to incomplete data
US,US,2018,January,Number of Drug Overdose Deaths,70174,71569,100,0.143940387443645,Underreported due to incomplete data
US,US,2018,February,Number of Drug Overdose Deaths,69604,71503,100,0.164185504685169,Underreported due to incomplete data
US,US,2018,March,Number of Drug Overdose Deaths,68924,71128,100,0.189427698421823,Underreported due to incomplete data
US,US,2018,April,Number of Drug Overdose Deaths,68255,70859,100,0.219045078725146,Underreported due to incomplete data
US,US,2015,January,"Opioids (T40.0-T40.4,T40.6)",28986,29874,100,0.143178355985338,
US,US,2015,February,"Opioids (T40.0-T40.4,T40.6)",29269,30181,100,0.146002798636808,
US,US,2015,March,"Opioids (T40.0-T40.4,T40.6)",29609,30526,100,0.145000790235669,
US,US,2015,April,"Opioids (T40.0-T40.4,T40.6)",30240,31185,100,0.14645411624489,
US,US,2015,May,"Opioids (T40.0-T40.4,T40.6)",30745,31704,100,0.146196609053962,
US,US,2015,June,"Opioids (T40.0-T40.4,T40.6)",31068,32045,100,0.147394042278837,
US,US,2015,July,"Opioids (T40.0-T40.4,T40.6)",31392,32382,100,0.147934447308352,
US,US,2015,August,"Opioids (T40.0-T40.4,T40.6)",31767,32774,100,0.148719883671925,
US,US,2015,September,"Opioids (T40.0-T40.4,T40.6)",32337,33374,100,0.150740135533958,
US,US,2015,October,"Opioids (T40.0-T40.4,T40.6)",32775,33840,100,0.15293214597802,
US,US,2015,November,"Opioids (T40.0-T40.4,T40.6)",33040,34110,100,0.152393367717461,
US,US,2015,December,"Opioids (T40.0-T40.4,T40.6)",33203,34284,100,0.153226512564574,
US,US,2016,January,"Opioids (T40.0-T40.4,T40.6)",33531,34606,100,0.150668764023293,
US,US,2016,February,"Opioids (T40.0-T40.4,T40.6)",34251,35329,100,0.14757664491327,
US,US,2016,March,"Opioids (T40.0-T40.4,T40.6)",35062,36172,100,0.148564499225548,
US,US,2016,April,"Opioids (T40.0-T40.4,T40.6)",35837,36981,100,0.149963599274203,
US,US,2016,May,"Opioids (T40.0-T40.4,T40.6)",36423,37609,100,0.15327337853094,
US,US,2016,June,"Opioids (T40.0-T40.4,T40.6)",37187,38408,100,0.154681724815674,
US,US,2016,July,"Opioids (T40.0-T40.4,T40.6)",38075,39347,100,0.157625860967647,
US,US,2016,August,"Opioids (T40.0-T40.4,T40.6)",38856,40182,100,0.161393319383945,
US,US,2016,September,"Opioids (T40.0-T40.4,T40.6)",39437,40796,100,0.163075370731903,
US,US,2016,October,"Opioids (T40.0-T40.4,T40.6)",40149,41549,100,0.165318715266751,
US,US,2016,November,"Opioids (T40.0-T40.4,T40.6)",41126,42565,100,0.165850094188956,
US,US,2016,December,"Opioids (T40.0-T40.4,T40.6)",42435,43923,100,0.166299133338958,
US,US,2017,January,"Opioids (T40.0-T40.4,T40.6)",43693,44815,100,0.16451137014986,Underreported due to incomplete data
US,US,2017,February,"Opioids (T40.0-T40.4,T40.6)",44286,45571,100,0.16320443719733,Underreported due to incomplete data
US,US,2017,March,"Opioids (T40.0-T40.4,T40.6)",44795,46105,100,0.162078112796,Underreported due to incomplete data
US,US,2017,April,"Opioids (T40.0-T40.4,T40.6)",45253,46578,100,0.159649869833074,Underreported due to incomplete data
US,US,2017,May,"Opioids (T40.0-T40.4,T40.6)",45905,47199,100,0.156520678734492,Underreported due to incomplete data
US,US,2017,June,"Opioids (T40.0-T40.4,T40.6)",46496,47975,100,0.155434832792133,Underreported due to incomplete data
US,US,2017,July,"Opioids (T40.0-T40.4,T40.6)",46816,48524,100,0.152839146275002,Underreported due to incomplete data
US,US,2017,August,"Opioids (T40.0-T40.4,T40.6)",47238,49054,100,0.149331865862178,Underreported due to incomplete data
US,US,2017,September,"Opioids (T40.0-T40.4,T40.6)",47754,49558,100,0.145232225365612,Underreported due to incomplete data
US,US,2017,October,"Opioids (T40.0-T40.4,T40.6)",47922,49547,100,0.140479261228009,Underreported due to incomplete data
US,US,2017,November,"Opioids (T40.0-T40.4,T40.6)",48022,49493,100,0.135276302381318,Underreported due to incomplete data
US,US,2017,December,"Opioids (T40.0-T40.4,T40.6)",48066,49081,100,0.126903238319601,Underreported due to incomplete data
US,US,2018,January,"Opioids (T40.0-T40.4,T40.6)",47612,48650,100,0.143940387443645,Underreported due to incomplete data
US,US,2018,February,"Opioids (T40.0-T40.4,T40.6)",47158,48535,100,0.164185504685169,Underreported due to incomplete data
US,US,2018,March,"Opioids (T40.0-T40.4,T40.6)",46836,48451,100,0.189427698421823,Underreported due to incomplete data
US,US,2018,April,"Opioids (T40.0-T40.4,T40.6)",46458,48350,100,0.219045078725146,Underreported due to incomplete data
US,US,2015,January,Percent with drugs specified,80.8766281589967,,100,0.143178355985338,
US,US,2015,February,Percent with drugs specified,81.1691985332635,,100,0.146002798636808,
US,US,2015,March,Percent with drugs specified,81.3187269181294,,100,0.145000790235669,
US,US,2015,April,Percent with drugs specified,81.7305325346681,,100,0.14645411624489,
US,US,2015,May,Percent with drugs specified,81.995415170511,,100,0.146196609053962,
US,US,2015,June,Percent with drugs specified,82.1919462276871,,100,0.147394042278837,
US,US,2015,July,Percent with drugs specified,82.2448857875589,,100,0.147934447308352,
US,US,2015,August,Percent with drugs specified,82.3917063382775,,100,0.148719883671925,
US,US,2015,September,Percent with drugs specified,82.576829859428,,100,0.150740135533958,
US,US,2015,October,Percent with drugs specified,82.7723836205242,,100,0.15293214597802,
US,US,2015,November,Percent with drugs specified,82.9000114534418,,100,0.152393367717461,
US,US,2015,December,Percent with drugs specified,83.0777416718925,,100,0.153226512564574,
US,US,2016,January,Percent with drugs specified,83.3295527579298,,100,0.150668764023293,
US,US,2016,February,Percent with drugs specified,83.4268306274845,,100,0.14757664491327,
